Date,Activity,Activity type,Unit,Amount executed
2025-02-04,Rolling/Tractor,Road,m2,4256.2493959342155
2025-12-18,Ballast,Railway,m3,761.3994681915315
2025-07-28,Pavement,Road,m2,1810.451945652381
2025-11-23,Pavement,Road,m2,1928.0747450320134
2025-05-25,Laying steel rail,Railway,m,1723.4160573157315
2025-10-19,Iron mining,Railway,m3,4082.380113418357
2025-07-08,Coat preparation,Road,L,2422.4748274519898
2025-03-25,Coat preparation,Road,L,3118.848251226174
2025-05-03,Laying steel rail,Railway,m,894.411327255783
2025-09-01,Iron mining,Railway,m3,1337.177113467648
2025-01-10,Terrain leveling,Building,m3,2307.4989785458274
2025-06-25,Cement making,Building,m3,4275.1775906647745
2025-05-23,Walling,Building,m2,1678.8457178670685
2025-11-20,Subbase application,Road,m2,891.3738941649696
2025-09-14,Rolling/Tractor,Road,m2,1239.2172188004274
2025-08-26,Removing trees,Building,m2,162.39792069129345
2025-05-18,Iron mining,Railway,m3,1626.752396681913
2025-05-11,Ballast,Railway,m3,63.47683192873765
2025-01-29,Coat preparation,Road,L,4914.201038355196
2025-02-13,Pavement,Road,m2,4420.5920597026025
2025-01-10,Laying steel rail,Railway,m,402.64674839237904
2025-10-31,Pavement,Road,m2,632.3718909993208
2025-10-01,Anchorage,Railway,m2,493.6387627032951
2025-02-21,Laying steel rail,Railway,m,3989.8969612256833
2025-04-03,Ballast,Railway,m3,3161.1086293498843
2025-04-07,Iron mining,Railway,m3,1614.1872628220726
2025-06-26,Iron mining,Railway,m3,4198.681853429065
2025-10-21,Laying steel rail,Railway,m,3584.3744671003774
2025-08-22,Iron mining,Railway,m3,2615.6078038693577
2025-05-02,Foundation pouring,Building,m3,2954.0399441524023
2025-01-28,Pavement,Road,m2,128.55886898985258
2025-06-27,Cement making,Building,m3,3217.8362767868757
2025-09-03,Coat preparation,Road,L,3464.3595574657165
2025-05-24,Removing trees,Building,m2,1673.6507827001528
2025-09-16,Removing trees,Building,m2,4202.062045029965
2025-06-25,Coat preparation,Road,L,3664.892565425865
2025-09-06,Subbase application,Road,m2,4677.817171028144
2025-11-06,Removing trees,Building,m2,4130.071567742983
2025-04-18,Ballast,Railway,m3,2323.2054149964115
2025-03-11,Removing trees,Building,m2,3339.1264920685003
2025-03-28,Ballast,Railway,m3,4961.982301726307
2025-04-19,Walling,Building,m2,4373.773660178734
2025-07-21,Coat preparation,Road,L,2540.798785016444
2025-12-29,Cement making,Building,m3,387.6822164046395
2025-09-01,Removing trees,Building,m2,4490.029716579909
2025-10-09,Coat preparation,Road,L,4146.1087866051685
2025-05-13,Iron mining,Railway,m3,2109.3794471538026
2025-10-18,Walling,Building,m2,837.6832701717424
2025-01-07,Ballast,Railway,m3,1741.8166229614667
2025-11-30,Removing trees,Building,m2,4826.6557776842865
2025-09-20,Laying steel rail,Railway,m,1965.3849921395167
2025-03-10,Foundation pouring,Building,m3,2384.784172233725
2025-03-27,Laying steel rail,Railway,m,3006.6660728318425
2025-01-17,Foundation pouring,Building,m3,630.2297211321672
2025-01-24,Removing trees,Building,m2,3207.650346094671
2025-04-12,Removing trees,Building,m2,3887.789336667381
2025-11-18,Subbase application,Road,m2,3789.3840231525674
2025-10-31,Subbase application,Road,m2,561.3342682745853
2025-04-20,Anchorage,Railway,m2,2715.252920279695
2025-05-16,Subbase application,Road,m2,2825.655785065575
2025-08-27,Coat preparation,Road,L,1012.7891980681347
2025-08-27,Terrain leveling,Building,m3,4060.5969422570593
2025-12-24,Subbase application,Road,m2,3048.428441335521
2025-10-27,Walling,Building,m2,1884.3298631555028
2025-03-23,Iron mining,Railway,m3,2532.1077934070586
2025-06-16,Iron mining,Railway,m3,1923.2352107251988
2025-04-13,Walling,Building,m2,259.724700897298
2025-11-29,Ballast,Railway,m3,1470.7516621266009
2025-09-17,Laying steel rail,Railway,m,1067.4020520927097
2025-09-17,Anchorage,Railway,m2,4933.8598177539925
2025-03-23,Foundation pouring,Building,m3,2192.754182599421
2025-11-08,Subbase application,Road,m2,2299.991102028084
2025-11-30,Cement making,Building,m3,3219.774368583655
2025-12-01,Foundation pouring,Building,m3,2744.92583106752
2025-08-16,Foundation pouring,Building,m3,4264.853761699666
2025-09-02,Ballast,Railway,m3,1268.865812444765
2025-11-04,Walling,Building,m2,765.409028368772
2025-12-15,Coat preparation,Road,L,4827.9058778089875
2025-07-04,Cement making,Building,m3,4617.65327527299
2025-03-20,Rolling/Tractor,Road,m2,4615.520005875717
2025-09-27,Cement making,Building,m3,918.5812097668095
2025-10-10,Subbase application,Road,m2,3846.7618380588465
2025-08-02,Terrain leveling,Building,m3,876.0020307308536
2025-06-16,Pavement,Road,m2,4869.3303084788395
2025-11-11,Subbase application,Road,m2,4720.586857554802
2025-12-03,Ballast,Railway,m3,4542.553042686342
2025-06-02,Laying steel rail,Railway,m,1580.896104752612
2025-09-24,Subbase application,Road,m2,2319.134909508193
2025-07-13,Foundation pouring,Building,m3,3146.115262322667
2025-09-22,Removing trees,Building,m2,3176.024389679825
2025-03-07,Cement making,Building,m3,1655.9945009545402
2025-11-12,Terrain leveling,Building,m3,2670.163492911593
2025-10-07,Subbase application,Road,m2,3921.9063200204523
2025-02-27,Laying steel rail,Railway,m,3751.778299233381
2025-11-30,Anchorage,Railway,m2,3030.0089572754428
2025-09-17,Iron mining,Railway,m3,221.18452374247033
2025-10-29,Pavement,Road,m2,3424.60545984869
2025-12-24,Cement making,Building,m3,2643.138375160423
2025-01-15,Rolling/Tractor,Road,m2,3768.696623329291
2025-02-03,Laying steel rail,Railway,m,273.26115202465917
2025-05-24,Anchorage,Railway,m2,2365.5505193948857
2025-02-21,Subbase application,Road,m2,2851.075153337272
2025-06-01,Rolling/Tractor,Road,m2,1770.3790500275607
2025-01-03,Foundation pouring,Building,m3,580.1461012387177
2025-10-16,Anchorage,Railway,m2,1279.792017897523
2025-01-03,Pavement,Road,m2,2963.567589963926
2025-02-12,Rolling/Tractor,Road,m2,2247.8587484030068
2025-07-01,Removing trees,Building,m2,4467.72595834445
2025-11-29,Anchorage,Railway,m2,2114.9726566058303
2025-11-13,Walling,Building,m2,3933.534886283116
2025-01-04,Foundation pouring,Building,m3,1857.2978606396707
2025-09-10,Ballast,Railway,m3,2786.0579001224787
2025-08-08,Pavement,Road,m2,462.75833472019747
2025-09-15,Terrain leveling,Building,m3,4063.980090104962
2025-11-23,Pavement,Road,m2,1441.0690983650659
2025-03-24,Removing trees,Building,m2,3112.426778584611
2025-06-18,Ballast,Railway,m3,4191.336858540614
2025-04-03,Iron mining,Railway,m3,4078.243979379928
2025-08-31,Foundation pouring,Building,m3,3926.7857746911113
2025-08-10,Cement making,Building,m3,2597.479823158787
2025-09-07,Anchorage,Railway,m2,3422.0673115866575
2025-05-15,Laying steel rail,Railway,m,4861.276956298164
2025-02-04,Cement making,Building,m3,3968.6608679404394
2025-12-23,Laying steel rail,Railway,m,538.883410344706
2025-05-23,Cement making,Building,m3,3946.6862301332726
2025-09-10,Removing trees,Building,m2,384.5929210682314
2025-06-22,Subbase application,Road,m2,1430.0424295738478
2025-02-15,Iron mining,Railway,m3,3178.0750857892085
2025-06-02,Ballast,Railway,m3,1303.5463080538707
2025-11-06,Coat preparation,Road,L,2473.078611130222
2025-01-09,Pavement,Road,m2,1787.4168359623038
2025-10-14,Coat preparation,Road,L,1345.5693494190052
2025-11-22,Anchorage,Railway,m2,822.1814232386376
2025-08-10,Ballast,Railway,m3,2436.088425599762
2025-04-04,Anchorage,Railway,m2,2986.366406636558
2025-01-08,Cement making,Building,m3,1428.9079456376285
2025-03-20,Iron mining,Railway,m3,5.0660837653149215
2025-11-13,Removing trees,Building,m2,2168.2626275571165
2025-02-01,Removing trees,Building,m2,198.91503709777825
2025-06-12,Pavement,Road,m2,1704.7271453466872
2025-01-24,Rolling/Tractor,Road,m2,3643.7543008794687
2025-09-23,Terrain leveling,Building,m3,4127.265357837187
2025-02-15,Removing trees,Building,m2,2319.387793143735
2025-05-09,Anchorage,Railway,m2,4362.549713496401
2025-02-03,Anchorage,Railway,m2,4063.6547011495204
2025-05-23,Rolling/Tractor,Road,m2,616.1464641141184
2025-02-13,Foundation pouring,Building,m3,1892.3590618278363
2025-11-10,Pavement,Road,m2,3552.789207827654
2025-08-03,Laying steel rail,Railway,m,3857.5193569281587
2025-05-30,Coat preparation,Road,L,3037.2885678720913
2025-10-18,Laying steel rail,Railway,m,3491.457154211189
2025-07-24,Subbase application,Road,m2,1515.088488180616
2025-02-20,Pavement,Road,m2,1402.29252291243
2025-06-03,Terrain leveling,Building,m3,1242.9087298642094
2025-06-18,Pavement,Road,m2,4361.737390972769
2025-07-28,Coat preparation,Road,L,3285.498882405579
2025-08-23,Walling,Building,m2,357.2876560736005
2025-04-23,Rolling/Tractor,Road,m2,1783.842159354923
2025-10-13,Cement making,Building,m3,401.03588911609364
2025-04-29,Coat preparation,Road,L,642.1344254801786
2025-07-01,Coat preparation,Road,L,3213.7305080370575
2025-10-06,Subbase application,Road,m2,1753.8434203009047
2025-01-16,Subbase application,Road,m2,287.15455055330295
2025-02-05,Laying steel rail,Railway,m,2828.824620789493
2025-09-11,Cement making,Building,m3,806.5258423760413
2025-02-19,Removing trees,Building,m2,2040.8971030403338
2025-09-13,Terrain leveling,Building,m3,757.9299102681402
2025-11-08,Anchorage,Railway,m2,194.9162443677588
2025-10-10,Pavement,Road,m2,4508.676934356823
2025-07-07,Walling,Building,m2,130.04001942596932
2025-11-09,Subbase application,Road,m2,1720.1788285548657
2025-12-05,Iron mining,Railway,m3,2206.761579927785
2025-04-11,Anchorage,Railway,m2,607.1058380772698
2025-05-28,Pavement,Road,m2,3153.9521489912718
2025-05-09,Ballast,Railway,m3,1001.2117309986456
2025-08-25,Ballast,Railway,m3,3322.561339485865
2025-12-26,Pavement,Road,m2,2105.6947886689486
2025-04-27,Coat preparation,Road,L,1658.0837229534961
2025-08-08,Foundation pouring,Building,m3,163.04960015543267
2025-05-08,Foundation pouring,Building,m3,3977.1137359762506
2025-12-17,Rolling/Tractor,Road,m2,1917.1866261289772
2025-04-27,Pavement,Road,m2,3536.3420409362184
2025-05-15,Foundation pouring,Building,m3,4874.674129799969
2025-11-23,Walling,Building,m2,4396.653899219488
2025-06-07,Ballast,Railway,m3,3090.1549897072027
2025-10-03,Terrain leveling,Building,m3,801.3699072066299
2025-05-05,Rolling/Tractor,Road,m2,881.5885186967004
2025-04-23,Ballast,Railway,m3,1156.3512570559876
2025-01-29,Terrain leveling,Building,m3,1370.574073382762
2025-03-27,Laying steel rail,Railway,m,4280.206086324892
2025-06-29,Laying steel rail,Railway,m,4624.659545849521
2025-01-17,Removing trees,Building,m2,304.16440420595546
2025-02-28,Laying steel rail,Railway,m,3019.5878712048766
2025-04-22,Pavement,Road,m2,2971.6249752429376
2025-06-16,Rolling/Tractor,Road,m2,1041.6578052235354
2025-02-05,Iron mining,Railway,m3,1504.636183689874
2025-11-08,Terrain leveling,Building,m3,1399.9006721923624
2025-05-07,Ballast,Railway,m3,665.7108248064613
2025-10-23,Terrain leveling,Building,m3,35.10855971524063
2025-04-01,Anchorage,Railway,m2,4.84501734714482
2025-11-19,Laying steel rail,Railway,m,4402.777904102778
2025-09-25,Laying steel rail,Railway,m,2509.229902695994
2025-05-04,Iron mining,Railway,m3,2509.0097821127492
2025-07-27,Cement making,Building,m3,2292.1101549850505
2025-02-27,Cement making,Building,m3,1315.9708220954524
2025-07-21,Removing trees,Building,m2,3502.121599562059
2025-07-15,Removing trees,Building,m2,1764.6712788006707
2025-09-01,Rolling/Tractor,Road,m2,2099.183085335704
2025-06-30,Iron mining,Railway,m3,2229.9445694208703
2025-12-19,Iron mining,Railway,m3,4430.937683546598
2025-06-21,Walling,Building,m2,1402.3712188922566
2025-02-03,Walling,Building,m2,917.5379372552917
2025-11-11,Foundation pouring,Building,m3,545.6134175668792
2025-08-19,Iron mining,Railway,m3,3484.3152468465883
2025-02-24,Pavement,Road,m2,1700.7254657142666
2025-11-18,Removing trees,Building,m2,1403.0084176004325
2025-07-12,Laying steel rail,Railway,m,4581.353504031551
2025-09-05,Anchorage,Railway,m2,3753.5799179770047
2025-11-17,Cement making,Building,m3,2739.6062259897385
2025-07-02,Ballast,Railway,m3,3000.401200955852
2025-08-14,Ballast,Railway,m3,2680.387251751971
2025-02-24,Rolling/Tractor,Road,m2,2998.3288199303406
2025-12-24,Ballast,Railway,m3,4295.145564397204
2025-11-03,Iron mining,Railway,m3,1774.8468234527709
2025-04-25,Foundation pouring,Building,m3,2591.701389646769
2025-03-11,Iron mining,Railway,m3,2452.356312971892
2025-03-08,Subbase application,Road,m2,4766.80189781123
2025-10-09,Cement making,Building,m3,817.5352967962851
2025-07-17,Walling,Building,m2,238.48178448275635
2025-10-14,Foundation pouring,Building,m3,1059.5379411528334
2025-07-20,Ballast,Railway,m3,4096.665232848491
2025-02-25,Cement making,Building,m3,3692.113300912487
2025-07-21,Laying steel rail,Railway,m,297.61889352146795
2025-06-17,Removing trees,Building,m2,362.2999163807639
2025-08-06,Laying steel rail,Railway,m,3810.1195095661765
2025-02-27,Walling,Building,m2,1205.4034396509232
2025-01-09,Anchorage,Railway,m2,1292.157555139924
2025-01-03,Coat preparation,Road,L,3317.0574258522824
2025-03-22,Subbase application,Road,m2,944.6786921216732
2025-08-15,Foundation pouring,Building,m3,1322.2408970202875
2025-08-09,Cement making,Building,m3,1145.6347959094421
2025-03-12,Ballast,Railway,m3,2581.512339393238
2025-09-28,Rolling/Tractor,Road,m2,1740.2558790212859
2025-12-11,Iron mining,Railway,m3,3299.101907949283
2025-10-13,Cement making,Building,m3,363.0701670207659
2025-03-08,Removing trees,Building,m2,307.960193321824
2025-01-21,Walling,Building,m2,539.3229416383799
2025-05-09,Foundation pouring,Building,m3,84.83561563029428
2025-10-03,Rolling/Tractor,Road,m2,4187.94475595732
2025-05-22,Ballast,Railway,m3,2184.7633155109374
2025-01-10,Ballast,Railway,m3,4389.358554416527
2025-03-25,Removing trees,Building,m2,2729.1894378202787
2025-10-23,Subbase application,Road,m2,2237.820819924346
2025-09-05,Walling,Building,m2,3394.9049851404343
2025-11-10,Iron mining,Railway,m3,4352.686113240087
2025-10-10,Rolling/Tractor,Road,m2,1950.954100295275
2025-03-10,Ballast,Railway,m3,4243.330496028866
2025-10-28,Iron mining,Railway,m3,3306.047025575201
2025-12-09,Subbase application,Road,m2,510.23768883914687
2025-03-13,Walling,Building,m2,147.43594704154705
2025-10-19,Terrain leveling,Building,m3,3606.0778764076717
2025-06-28,Cement making,Building,m3,4070.7707314219015
2025-10-28,Pavement,Road,m2,4095.9851688633626
2025-06-20,Pavement,Road,m2,1975.5962936298176
2025-06-17,Terrain leveling,Building,m3,1550.5697641543798
2025-05-06,Terrain leveling,Building,m3,898.6906917743192
2025-09-05,Coat preparation,Road,L,2117.719715152256
2025-11-24,Anchorage,Railway,m2,3202.5826877335658
2025-03-31,Terrain leveling,Building,m3,3673.613220735068
2025-05-15,Removing trees,Building,m2,3563.8866324665846
2025-04-05,Ballast,Railway,m3,2207.5557928212506
2025-08-16,Cement making,Building,m3,809.5067832791897
2025-09-21,Ballast,Railway,m3,2691.6843819664005
2025-11-23,Terrain leveling,Building,m3,4731.606864361126
2025-09-22,Foundation pouring,Building,m3,3301.985719026778
2025-07-22,Ballast,Railway,m3,2337.20885109116
2025-05-03,Ballast,Railway,m3,1152.5970391577744
2025-08-26,Coat preparation,Road,L,927.4561316354407
2025-04-22,Laying steel rail,Railway,m,1076.499806991546
2025-07-04,Pavement,Road,m2,4186.380127870024
2025-12-24,Laying steel rail,Railway,m,812.3673711158447
2025-09-16,Rolling/Tractor,Road,m2,1430.2858353272318
2025-06-11,Foundation pouring,Building,m3,853.7381713100966
2025-09-16,Ballast,Railway,m3,2026.7977289204703
2025-04-05,Removing trees,Building,m2,1281.493327682739
2025-02-25,Rolling/Tractor,Road,m2,4046.765523311682
2025-09-06,Pavement,Road,m2,4966.832326595259
2025-04-11,Coat preparation,Road,L,1631.5608555854305
2025-01-29,Rolling/Tractor,Road,m2,4416.934565631734
2025-02-02,Ballast,Railway,m3,4621.119491006013
2025-10-15,Pavement,Road,m2,1291.0401466259802
2025-12-11,Rolling/Tractor,Road,m2,332.09585339913804
2025-08-03,Pavement,Road,m2,2776.903294993419
2025-10-14,Rolling/Tractor,Road,m2,4247.771981755394
2025-10-11,Terrain leveling,Building,m3,4856.974618165368
2025-12-24,Coat preparation,Road,L,2888.336073696783
2025-04-07,Anchorage,Railway,m2,265.14345410507843
2025-08-18,Cement making,Building,m3,4487.652106528085
2025-09-09,Terrain leveling,Building,m3,127.67087570364211
2025-12-01,Subbase application,Road,m2,885.8604177490598
2025-11-02,Subbase application,Road,m2,869.6965452428673
2025-12-06,Anchorage,Railway,m2,1440.6652937422298
2025-08-28,Foundation pouring,Building,m3,2659.432530456289
2025-09-16,Ballast,Railway,m3,1807.9103013605975
2025-07-13,Foundation pouring,Building,m3,2148.224249378156
2025-12-06,Iron mining,Railway,m3,4297.35084696457
2025-08-30,Pavement,Road,m2,472.8408270079482
2025-11-10,Terrain leveling,Building,m3,2685.0864993414198
2025-05-22,Laying steel rail,Railway,m,3827.7764260709478
2025-07-18,Laying steel rail,Railway,m,2981.9957338586446
2025-11-05,Pavement,Road,m2,2535.509477379276
2025-01-09,Coat preparation,Road,L,3699.1591601611467
2025-01-17,Removing trees,Building,m2,3571.464998297152
2025-01-27,Ballast,Railway,m3,2707.490397747711
2025-09-30,Iron mining,Railway,m3,4302.11057495054
2025-11-23,Coat preparation,Road,L,4309.809872211085
2025-05-05,Coat preparation,Road,L,1617.8222950394904
2025-08-03,Iron mining,Railway,m3,688.9632966673593
2025-12-09,Walling,Building,m2,3269.892390850989
2025-04-18,Laying steel rail,Railway,m,3384.2541051575363
2025-05-03,Pavement,Road,m2,3620.6965860261785
2025-05-10,Walling,Building,m2,1908.7443774454343
2025-11-13,Coat preparation,Road,L,989.3569855300372
2025-10-16,Iron mining,Railway,m3,439.5777128110384
2025-01-18,Cement making,Building,m3,1608.3524448811204
2025-05-22,Walling,Building,m2,1689.460687362604
2025-04-30,Laying steel rail,Railway,m,1919.95854230624
2025-08-04,Terrain leveling,Building,m3,2456.2529310178247
2025-02-28,Foundation pouring,Building,m3,1540.020006274207
2025-03-24,Terrain leveling,Building,m3,2915.0788122961753
2025-02-10,Ballast,Railway,m3,3939.630715910759
2025-12-21,Iron mining,Railway,m3,4788.681756638127
2025-04-19,Laying steel rail,Railway,m,2466.451744607175
2025-10-12,Cement making,Building,m3,41.464875346903796
2025-09-10,Anchorage,Railway,m2,204.64489176472034
2025-02-10,Pavement,Road,m2,484.7489438040797
2025-02-11,Ballast,Railway,m3,1798.1200755522548
2025-04-11,Terrain leveling,Building,m3,558.540362833484
2025-08-05,Cement making,Building,m3,2412.748223511988
2025-12-05,Walling,Building,m2,4831.247438906617
2025-06-25,Foundation pouring,Building,m3,3650.5074015943123
2025-05-06,Rolling/Tractor,Road,m2,2305.370841694757
2025-01-11,Iron mining,Railway,m3,1347.7238026363025
2025-05-15,Terrain leveling,Building,m3,1165.673644749657
2025-06-08,Removing trees,Building,m2,2670.509490181413
2025-09-15,Ballast,Railway,m3,1997.5328311202668
2025-12-07,Rolling/Tractor,Road,m2,1877.4625418875535
2025-05-08,Foundation pouring,Building,m3,4937.27257107244
2025-03-11,Iron mining,Railway,m3,4151.297013453939
2025-12-24,Removing trees,Building,m2,1502.8596054730476
2025-04-13,Cement making,Building,m3,1340.3297241340356
2025-09-16,Foundation pouring,Building,m3,661.3446617526048
2025-08-13,Removing trees,Building,m2,2615.0461748232574
2025-10-14,Subbase application,Road,m2,3797.177209372506
2025-05-31,Rolling/Tractor,Road,m2,2486.056577761299
2025-08-09,Walling,Building,m2,790.7095706723516
2025-01-11,Anchorage,Railway,m2,383.7721285395429
2025-09-02,Removing trees,Building,m2,145.89769890932413
2025-12-17,Removing trees,Building,m2,4837.580046180092
2025-09-25,Coat preparation,Road,L,1626.8556748245305
2025-09-04,Removing trees,Building,m2,4968.069348622232
2025-01-26,Subbase application,Road,m2,3890.346898594246
2025-05-15,Cement making,Building,m3,1509.2024041872432
2025-06-14,Rolling/Tractor,Road,m2,4210.685206062842
2025-09-08,Iron mining,Railway,m3,4381.881670160574
2025-03-06,Ballast,Railway,m3,4269.457978456521
2025-04-05,Walling,Building,m2,2154.1336483395967
2025-09-30,Anchorage,Railway,m2,2668.8995124252833
2025-04-27,Iron mining,Railway,m3,2738.496549926404
2025-05-30,Rolling/Tractor,Road,m2,977.973916797244
2025-07-07,Subbase application,Road,m2,1820.9300434296783
2025-12-27,Subbase application,Road,m2,3746.950495165592
2025-06-25,Pavement,Road,m2,4698.778331599254
2025-12-22,Iron mining,Railway,m3,1651.5580104226647
2025-06-26,Cement making,Building,m3,73.53135349597584
2025-05-24,Cement making,Building,m3,4233.118370955075
2025-04-01,Coat preparation,Road,L,1527.2249967665264
2025-02-23,Ballast,Railway,m3,177.21791169158286
2025-01-31,Anchorage,Railway,m2,4773.550816406851
2025-05-05,Iron mining,Railway,m3,2670.6562471733537
2025-11-19,Laying steel rail,Railway,m,3664.7523342518525
2025-10-08,Coat preparation,Road,L,3654.2096807573494
2025-12-28,Cement making,Building,m3,436.16214307887645
2025-12-16,Foundation pouring,Building,m3,3166.0778105111253
2025-05-18,Ballast,Railway,m3,4849.183361108788
2025-11-14,Walling,Building,m2,4976.093685661933
2025-01-07,Foundation pouring,Building,m3,2052.3770014070233
2025-07-18,Foundation pouring,Building,m3,2231.5463275294705
2025-11-14,Terrain leveling,Building,m3,905.2357677495271
2025-04-11,Cement making,Building,m3,1368.8722816029097
2025-10-13,Laying steel rail,Railway,m,1720.69818971831
2025-02-14,Foundation pouring,Building,m3,4447.95345003855
2025-10-03,Pavement,Road,m2,2385.375434163151
2025-09-15,Foundation pouring,Building,m3,1803.1490106628655
2025-09-03,Coat preparation,Road,L,2350.083139690876
2025-08-08,Rolling/Tractor,Road,m2,4302.6636508472175
2025-12-23,Iron mining,Railway,m3,4271.2215691041365
2025-03-08,Iron mining,Railway,m3,3000.0038045362594
2025-06-21,Ballast,Railway,m3,83.84289941219647
2025-01-17,Walling,Building,m2,4842.02861685741
2025-05-26,Cement making,Building,m3,2942.259860864614
2025-01-05,Foundation pouring,Building,m3,4770.788552606605
2025-09-30,Foundation pouring,Building,m3,4950.552183552285
2025-09-25,Cement making,Building,m3,3783.661764393123
2025-06-17,Removing trees,Building,m2,584.440844021858
2025-06-28,Pavement,Road,m2,670.3052635596191
2025-05-08,Removing trees,Building,m2,2573.236248426757
2025-02-24,Ballast,Railway,m3,4457.094146122724
2025-05-04,Iron mining,Railway,m3,145.81081082344184
2025-12-03,Subbase application,Road,m2,4400.835347600503
2025-04-18,Removing trees,Building,m2,3562.050446093996
2025-03-27,Rolling/Tractor,Road,m2,2383.8163189952797
2025-12-09,Pavement,Road,m2,4849.64210314229
2025-08-11,Terrain leveling,Building,m3,1081.2488662113017
2025-09-25,Subbase application,Road,m2,1478.359707118882
2025-12-05,Subbase application,Road,m2,3468.8446736445394
2025-08-13,Pavement,Road,m2,147.60201297528863
2025-03-14,Ballast,Railway,m3,390.92598488374375
2025-02-21,Laying steel rail,Railway,m,4989.573989496706
2025-06-25,Laying steel rail,Railway,m,1655.8301468176019
2025-06-09,Walling,Building,m2,2836.316451621981
2025-11-22,Anchorage,Railway,m2,712.4872772934715
2025-10-17,Removing trees,Building,m2,34.28641425733181
2025-08-31,Walling,Building,m2,2496.3657096158227
2025-01-14,Pavement,Road,m2,1870.2589839743443
2025-02-28,Pavement,Road,m2,4730.330827061852
2025-02-01,Anchorage,Railway,m2,3486.2126834651576
2025-01-17,Rolling/Tractor,Road,m2,4401.525088021025
2025-08-24,Ballast,Railway,m3,3182.212193061379
2025-07-16,Terrain leveling,Building,m3,2493.7351288641626
2025-07-09,Terrain leveling,Building,m3,943.1183352383576
2025-11-24,Coat preparation,Road,L,1379.8042348004303
2025-11-07,Removing trees,Building,m2,1569.6220638249335
2025-11-03,Subbase application,Road,m2,2723.795683258846
2025-08-02,Coat preparation,Road,L,2873.3725217200686
2025-11-16,Subbase application,Road,m2,4820.514993557773
2025-11-14,Pavement,Road,m2,1420.9829979528338
2025-01-01,Subbase application,Road,m2,2132.717227022757
2025-08-20,Laying steel rail,Railway,m,427.95610502549096
2025-12-21,Anchorage,Railway,m2,2355.3172184876294
2025-10-07,Iron mining,Railway,m3,4740.965126047618
2025-07-25,Rolling/Tractor,Road,m2,731.9957814978551
2025-11-25,Pavement,Road,m2,4769.7028380014635
2025-01-26,Iron mining,Railway,m3,4022.9539029364487
2025-12-29,Iron mining,Railway,m3,4586.3125388551
2025-05-16,Iron mining,Railway,m3,3532.7782226677996
2025-07-07,Cement making,Building,m3,1784.243326462005
2025-02-10,Laying steel rail,Railway,m,4873.392476146071
2025-11-14,Terrain leveling,Building,m3,4646.612985657148
2025-06-27,Anchorage,Railway,m2,687.1985676887538
2025-11-16,Iron mining,Railway,m3,2518.5697172573723
2025-08-30,Walling,Building,m2,3777.4519988118345
2025-05-14,Laying steel rail,Railway,m,1294.8605992887651
2025-05-13,Cement making,Building,m3,3983.7459243292583
2025-06-10,Cement making,Building,m3,3643.3313600619176
2025-09-21,Anchorage,Railway,m2,556.6339191507858
2025-06-02,Laying steel rail,Railway,m,2992.3013664199534
2025-01-02,Laying steel rail,Railway,m,2692.726736327191
2025-10-26,Subbase application,Road,m2,1653.921684689913
2025-06-21,Walling,Building,m2,2615.2538215248906
2025-06-30,Coat preparation,Road,L,3460.37352130512
2025-10-22,Ballast,Railway,m3,1059.643281024437
2025-10-15,Walling,Building,m2,4413.1058916402935
2025-12-24,Subbase application,Road,m2,3043.1059497922365
2025-07-25,Coat preparation,Road,L,4529.623978037523
2025-12-01,Coat preparation,Road,L,3264.8167909377516
2025-03-05,Removing trees,Building,m2,3994.389527126281
2025-12-08,Removing trees,Building,m2,4661.773170839087
2025-12-08,Removing trees,Building,m2,2041.3027693771103
2025-11-15,Pavement,Road,m2,4406.841772033191
2025-12-01,Terrain leveling,Building,m3,610.5209041067999
2025-11-01,Foundation pouring,Building,m3,3711.331549885503
2025-06-28,Rolling/Tractor,Road,m2,3611.908441307889
2025-10-14,Laying steel rail,Railway,m,3025.466439263688
2025-12-01,Anchorage,Railway,m2,3705.4648020176323
2025-06-14,Coat preparation,Road,L,2816.5766820540634
2025-10-18,Anchorage,Railway,m2,474.2754068874633
2025-05-23,Iron mining,Railway,m3,1856.2509707713275
2025-11-28,Laying steel rail,Railway,m,3050.8832396813073
2025-12-23,Laying steel rail,Railway,m,533.036171232521
2025-06-22,Walling,Building,m2,1980.867735327072
2025-11-22,Laying steel rail,Railway,m,3904.8642958437094
2025-12-18,Iron mining,Railway,m3,4919.600862937243
2025-08-25,Laying steel rail,Railway,m,4152.91188210015
2025-08-16,Subbase application,Road,m2,695.7611196793916
2025-12-12,Removing trees,Building,m2,543.1369824049492
2025-05-29,Cement making,Building,m3,1108.7308084051922
2025-07-06,Terrain leveling,Building,m3,3549.7319390025314
2025-11-18,Ballast,Railway,m3,3311.3679734600832
2025-09-21,Terrain leveling,Building,m3,2161.9959792892414
2025-11-09,Rolling/Tractor,Road,m2,1754.0800255583545
2025-08-30,Subbase application,Road,m2,1657.8713775186254
2025-10-01,Subbase application,Road,m2,2904.277832058531
2025-09-25,Rolling/Tractor,Road,m2,4968.164559637512
2025-03-10,Iron mining,Railway,m3,1515.1495291051908
2025-04-01,Anchorage,Railway,m2,1719.2364742049554
2025-03-05,Foundation pouring,Building,m3,1291.6585488440069
2025-11-27,Subbase application,Road,m2,4782.019816132302
2025-08-22,Rolling/Tractor,Road,m2,2816.490516718577
